variable,country,state,educ,group,gar_
Gross Attendance Ratio (GAR),India,Telangana,primaryandupperprima,Male,98.800003
Gross Attendance Ratio (GAR),India,Telangana,primaryandupperprima,Rural,97.300003
Gross Attendance Ratio (GAR),India,Telangana,primaryandupperprima,Rural Female,95.300003
Gross Attendance Ratio (GAR),India,Telangana,primaryandupperprima,Rural Male,99.099998
Gross Attendance Ratio (GAR),India,Telangana,primaryandupperprima,Total,97.699997
Gross Attendance Ratio (GAR),India,Telangana,primaryandupperprima,Urban,98.300003
Gross Attendance Ratio (GAR),India,Telangana,primaryandupperprima,Urban Female,98.099998
Gross Attendance Ratio (GAR),India,Telangana,primaryandupperprima,Urban Male,98.400002
Gross Attendance Ratio (GAR),India,Telangana,primarylevel,Female,90
Gross Attendance Ratio (GAR),India,Telangana,primarylevel,Male,95.199997
Gross Attendance Ratio (GAR),India,Telangana,primarylevel,Rural,95.300003
Gross Attendance Ratio (GAR),India,Telangana,primarylevel,Rural Female,97.699997
Gross Attendance Ratio (GAR),India,Telangana,primarylevel,Rural Male,93.199997
Gross Attendance Ratio (GAR),India,Telangana,primarylevel,Total,92.800003
Gross Attendance Ratio (GAR),India,Telangana,primarylevel,Urban,90.099998
Gross Attendance Ratio (GAR),India,Telangana,primarylevel,Urban Female,81.800003
Gross Attendance Ratio (GAR),India,Telangana,primarylevel,Urban Male,97.400002
Gross Attendance Ratio (GAR),India,Telangana,secondarylevel,Female,112.3
Gross Attendance Ratio (GAR),India,Telangana,secondarylevel,Male,106.8
Gross Attendance Ratio (GAR),India,Telangana,secondarylevel,Rural,109.4
Gross Attendance Ratio (GAR),India,Telangana,secondarylevel,Rural Female,120.2
Gross Attendance Ratio (GAR),India,Telangana,secondarylevel,Rural Male,103.4
Gross Attendance Ratio (GAR),India,Telangana,secondarylevel,Total,109
Gross Attendance Ratio (GAR),India,Telangana,secondarylevel,Urban,108.3
Gross Attendance Ratio (GAR),India,Telangana,secondarylevel,Urban Female,103.1
Gross Attendance Ratio (GAR),India,Telangana,secondarylevel,Urban Male,112.6
Gross Attendance Ratio (GAR),India,Telangana,upperprimarymiddlelevel,Female,108.3
Gross Attendance Ratio (GAR),India,Telangana,upperprimarymiddlelevel,Male,104.4
Gross Attendance Ratio (GAR),India,Telangana,upperprimarymiddlelevel,Rural,100.1
Gross Attendance Ratio (GAR),India,Telangana,upperprimarymiddlelevel,Rural Female,92
Gross Attendance Ratio (GAR),India,Telangana,upperprimarymiddlelevel,Rural Male,107.8
Gross Attendance Ratio (GAR),India,Telangana,upperprimarymiddlelevel,Total,106.1
Gross Attendance Ratio (GAR),India,Telangana,upperprimarymiddlelevel,Urban,115.8
Gross Attendance Ratio (GAR),India,Telangana,upperprimarymiddlelevel,Urban Female,146.2
Gross Attendance Ratio (GAR),India,Telangana,upperprimarymiddlelevel,Urban Male,100.1
Gross Attendance Ratio (GAR),India,Uttarakhand,highersecondarylevel,Female,88
Gross Attendance Ratio (GAR),India,Uttarakhand,highersecondarylevel,Male,107.6
Gross Attendance Ratio (GAR),India,Uttarakhand,highersecondarylevel,Rural,105.9
Gross Attendance Ratio (GAR),India,Uttarakhand,highersecondarylevel,Rural Female,98.5
Gross Attendance Ratio (GAR),India,Uttarakhand,highersecondarylevel,Rural Male,111.6
Gross Attendance Ratio (GAR),India,Uttarakhand,highersecondarylevel,Total,98.699997
Gross Attendance Ratio (GAR),India,Uttarakhand,highersecondarylevel,Urban,76.599998
Gross Attendance Ratio (GAR),India,Uttarakhand,highersecondarylevel,Urban Female,60.299999
Gross Attendance Ratio (GAR),India,Uttarakhand,highersecondarylevel,Urban Male,93.5
Gross Attendance Ratio (GAR),India,Uttarakhand,posthighersecondarylevel,Female,30.9
Gross Attendance Ratio (GAR),India,Uttarakhand,posthighersecondarylevel,Male,34.5
Gross Attendance Ratio (GAR),India,Uttarakhand,posthighersecondarylevel,Rural,28
Gross Attendance Ratio (GAR),India,Uttarakhand,posthighersecondarylevel,Rural Female,27.299999
Gross Attendance Ratio (GAR),India,Uttarakhand,posthighersecondarylevel,Rural Male,28.799999
Gross Attendance Ratio (GAR),India,Uttarakhand,posthighersecondarylevel,Total,32.799999
Gross Attendance Ratio (GAR),India,Uttarakhand,posthighersecondarylevel,Urban,47.099998
Gross Attendance Ratio (GAR),India,Uttarakhand,posthighersecondarylevel,Urban Female,43.599998
Gross Attendance Ratio (GAR),India,Uttarakhand,posthighersecondarylevel,Urban Male,49.799999
Gross Attendance Ratio (GAR),India,Uttarakhand,primaryandupperprima,Female,105.8
Gross Attendance Ratio (GAR),India,Uttarakhand,primaryandupperprima,Male,102.6
Gross Attendance Ratio (GAR),India,Uttarakhand,primaryandupperprima,Rural,104.6
Gross Attendance Ratio (GAR),India,Uttarakhand,primaryandupperprima,Rural Female,105.4
Gross Attendance Ratio (GAR),India,Uttarakhand,primaryandupperprima,Rural Male,103.9
Gross Attendance Ratio (GAR),India,Uttarakhand,primaryandupperprima,Total,104
Gross Attendance Ratio (GAR),India,Uttarakhand,primaryandupperprima,Urban,101.9
Gross Attendance Ratio (GAR),India,Uttarakhand,primaryandupperprima,Urban Female,107.1
Gross Attendance Ratio (GAR),India,Uttarakhand,primaryandupperprima,Urban Male,98.800003
Gross Attendance Ratio (GAR),India,Uttarakhand,primarylevel,Female,98.699997
Gross Attendance Ratio (GAR),India,Uttarakhand,primarylevel,Male,100.7
Gross Attendance Ratio (GAR),India,Uttarakhand,primarylevel,Rural,97.599998
Gross Attendance Ratio (GAR),India,Uttarakhand,primarylevel,Rural Female,95.900002
Gross Attendance Ratio (GAR),India,Uttarakhand,primarylevel,Rural Male,99
Gross Attendance Ratio (GAR),India,Uttarakhand,primarylevel,Total,99.800003
Gross Attendance Ratio (GAR),India,Uttarakhand,primarylevel,Urban,108
Gross Attendance Ratio (GAR),India,Uttarakhand,primarylevel,Urban Female,111.5
Gross Attendance Ratio (GAR),India,Uttarakhand,primarylevel,Urban Male,106.1
Gross Attendance Ratio (GAR),India,Uttarakhand,secondarylevel,Female,85.099998
Gross Attendance Ratio (GAR),India,Uttarakhand,secondarylevel,Male,77
Gross Attendance Ratio (GAR),India,Uttarakhand,secondarylevel,Rural,82.800003
Gross Attendance Ratio (GAR),India,Uttarakhand,secondarylevel,Rural Female,86.099998
Gross Attendance Ratio (GAR),India,Uttarakhand,secondarylevel,Rural Male,80.099998
Gross Attendance Ratio (GAR),India,Uttarakhand,secondarylevel,Total,80.699997
Gross Attendance Ratio (GAR),India,Uttarakhand,secondarylevel,Urban,74.699997
Gross Attendance Ratio (GAR),India,Uttarakhand,secondarylevel,Urban Female,82.199997
Gross Attendance Ratio (GAR),India,Uttarakhand,secondarylevel,Urban Male,68.5
Gross Attendance Ratio (GAR),India,Uttarakhand,upperprimarymiddlelevel,Female,118.9
Gross Attendance Ratio (GAR),India,Uttarakhand,upperprimarymiddlelevel,Male,106
Gross Attendance Ratio (GAR),India,Uttarakhand,upperprimarymiddlelevel,Rural,118.1
Gross Attendance Ratio (GAR),India,Uttarakhand,upperprimarymiddlelevel,Rural Female,124.5
Gross Attendance Ratio (GAR),India,Uttarakhand,upperprimarymiddlelevel,Rural Male,113.1
Gross Attendance Ratio (GAR),India,Uttarakhand,upperprimarymiddlelevel,Total,111.6
Gross Attendance Ratio (GAR),India,Uttarakhand,upperprimarymiddlelevel,Urban,92.699997
Gross Attendance Ratio (GAR),India,Uttarakhand,upperprimarymiddlelevel,Urban Female,101.1
Gross Attendance Ratio (GAR),India,Uttarakhand,upperprimarymiddlelevel,Urban Male,87.199997
Gross Attendance Ratio (GAR),India,Uttar Pradesh,highersecondarylevel,Female,55.400002
Gross Attendance Ratio (GAR),India,Uttar Pradesh,highersecondarylevel,Male,65.099998
Gross Attendance Ratio (GAR),India,Uttar Pradesh,highersecondarylevel,Rural,58.700001
Gross Attendance Ratio (GAR),India,Uttar Pradesh,highersecondarylevel,Rural Female,53.900002
Gross Attendance Ratio (GAR),India,Uttar Pradesh,highersecondarylevel,Rural Male,63.200001
Gross Attendance Ratio (GAR),India,Uttar Pradesh,highersecondarylevel,Total,60.400002
Gross Attendance Ratio (GAR),India,Uttar Pradesh,highersecondarylevel,Urban,66.900002
Gross Attendance Ratio (GAR),India,Uttar Pradesh,highersecondarylevel,Urban Female,61.099998
Gross Attendance Ratio (GAR),India,Uttar Pradesh,highersecondarylevel,Urban Male,72.599998
Gross Attendance Ratio (GAR),India,Uttar Pradesh,posthighersecondarylevel,Female,20.9
Gross Attendance Ratio (GAR),India,Uttar Pradesh,posthighersecondarylevel,Male,20.700001
Gross Attendance Ratio (GAR),India,Uttar Pradesh,posthighersecondarylevel,Rural,18.6
Gross Attendance Ratio (GAR),India,Uttar Pradesh,posthighersecondarylevel,Rural Female,18.799999
Gross Attendance Ratio (GAR),India,Uttar Pradesh,posthighersecondarylevel,Rural Male,18.5
Gross Attendance Ratio (GAR),India,Uttar Pradesh,posthighersecondarylevel,Total,20.799999
Gross Attendance Ratio (GAR),India,Uttar Pradesh,posthighersecondarylevel,Urban,28.5
Gross Attendance Ratio (GAR),India,Uttar Pradesh,posthighersecondarylevel,Urban Female,28.799999
Gross Attendance Ratio (GAR),India,Uttar Pradesh,posthighersecondarylevel,Urban Male,28.299999
Gross Attendance Ratio (GAR),India,Uttar Pradesh,primaryandupperprima,Female,93.900002
Gross Attendance Ratio (GAR),India,Uttar Pradesh,primaryandupperprima,Male,96.699997
Gross Attendance Ratio (GAR),India,Uttar Pradesh,primaryandupperprima,Rural,95.900002
Gross Attendance Ratio (GAR),India,Uttar Pradesh,primaryandupperprima,Rural Female,94.699997
Gross Attendance Ratio (GAR),India,Uttar Pradesh,primaryandupperprima,Rural Male,97
Gross Attendance Ratio (GAR),India,Uttar Pradesh,primaryandupperprima,Total,95.400002
Gross Attendance Ratio (GAR),India,Uttar Pradesh,primaryandupperprima,Urban,93
Gross Attendance Ratio (GAR),India,Uttar Pradesh,primaryandupperprima,Urban Female,90.5
Gross Attendance Ratio (GAR),India,Uttar Pradesh,primaryandupperprima,Urban Male,95
Gross Attendance Ratio (GAR),India,Uttar Pradesh,primarylevel,Female,94.800003
Gross Attendance Ratio (GAR),India,Uttar Pradesh,primarylevel,Male,102.4
Gross Attendance Ratio (GAR),India,Uttar Pradesh,primarylevel,Rural,98.800003
Gross Attendance Ratio (GAR),India,Uttar Pradesh,primarylevel,Rural Female,95.300003
Gross Attendance Ratio (GAR),India,Uttar Pradesh,primarylevel,Rural Male,101.8
Gross Attendance Ratio (GAR),India,Uttar Pradesh,primarylevel,Total,98.900002
Gross Attendance Ratio (GAR),India,Uttar Pradesh,primarylevel,Urban,99.5
Gross Attendance Ratio (GAR),India,Uttar Pradesh,primarylevel,Urban Female,92.300003
Gross Attendance Ratio (GAR),India,Uttar Pradesh,primarylevel,Urban Male,105.3
Gross Attendance Ratio (GAR),India,Uttar Pradesh,secondarylevel,Female,57.700001
Gross Attendance Ratio (GAR),India,Uttar Pradesh,secondarylevel,Male,69.400002
Gross Attendance Ratio (GAR),India,Uttar Pradesh,secondarylevel,Rural,62.099998
Gross Attendance Ratio (GAR),India,Uttar Pradesh,secondarylevel,Rural Female,54.5
Gross Attendance Ratio (GAR),India,Uttar Pradesh,secondarylevel,Rural Male,68.599998
Gross Attendance Ratio (GAR),India,Uttar Pradesh,secondarylevel,Total,64
Gross Attendance Ratio (GAR),India,Uttar Pradesh,secondarylevel,Urban,72.900002
Gross Attendance Ratio (GAR),India,Uttar Pradesh,secondarylevel,Urban Female,72.599998
Gross Attendance Ratio (GAR),India,Uttar Pradesh,secondarylevel,Urban Male,73.099998
Gross Attendance Ratio (GAR),India,Uttar Pradesh,upperprimarymiddlelevel,Female,92.300003
Gross Attendance Ratio (GAR),India,Uttar Pradesh,upperprimarymiddlelevel,Male,86
Gross Attendance Ratio (GAR),India,Uttar Pradesh,upperprimarymiddlelevel,Rural,90.400002
Gross Attendance Ratio (GAR),India,Uttar Pradesh,upperprimarymiddlelevel,Rural Female,93.400002
Gross Attendance Ratio (GAR),India,Uttar Pradesh,upperprimarymiddlelevel,Rural Male,87.900002
Gross Attendance Ratio (GAR),India,Uttar Pradesh,upperprimarymiddlelevel,Total,88.800003
Gross Attendance Ratio (GAR),India,Uttar Pradesh,upperprimarymiddlelevel,Urban,82.300003
Gross Attendance Ratio (GAR),India,Uttar Pradesh,upperprimarymiddlelevel,Urban Female,87.400002
Gross Attendance Ratio (GAR),India,Uttar Pradesh,upperprimarymiddlelevel,Urban Male,78.300003
Gross Attendance Ratio (GAR),India,West Bengal,highersecondarylevel,Female,64.800003
Gross Attendance Ratio (GAR),India,West Bengal,highersecondarylevel,Male,54.400002
Gross Attendance Ratio (GAR),India,West Bengal,highersecondarylevel,Rural,56.599998
Gross Attendance Ratio (GAR),India,West Bengal,highersecondarylevel,Rural Female,62.400002
Gross Attendance Ratio (GAR),India,West Bengal,highersecondarylevel,Rural Male,51.5
Gross Attendance Ratio (GAR),India,West Bengal,highersecondarylevel,Total,59.299999
Gross Attendance Ratio (GAR),India,West Bengal,highersecondarylevel,Urban,68.199997
Gross Attendance Ratio (GAR),India,West Bengal,highersecondarylevel,Urban Female,72.400002
Gross Attendance Ratio (GAR),India,West Bengal,highersecondarylevel,Urban Male,64.400002
Gross Attendance Ratio (GAR),India,West Bengal,posthighersecondarylevel,Female,16.200001
Gross Attendance Ratio (GAR),India,West Bengal,posthighersecondarylevel,Male,21.299999
Gross Attendance Ratio (GAR),India,West Bengal,posthighersecondarylevel,Rural,13.2
Gross Attendance Ratio (GAR),India,West Bengal,posthighersecondarylevel,Rural Female,11.1
Gross Attendance Ratio (GAR),India,West Bengal,posthighersecondarylevel,Rural Male,15.3
Gross Attendance Ratio (GAR),India,West Bengal,posthighersecondarylevel,Total,18.700001
Gross Attendance Ratio (GAR),India,West Bengal,posthighersecondarylevel,Urban,33.299999
Gross Attendance Ratio (GAR),India,West Bengal,posthighersecondarylevel,Urban Female,29.799999
Gross Attendance Ratio (GAR),India,West Bengal,posthighersecondarylevel,Urban Male,37
Gross Attendance Ratio (GAR),India,West Bengal,primaryandupperprima,Female,106.5
Gross Attendance Ratio (GAR),India,West Bengal,primaryandupperprima,Male,99.900002
Gross Attendance Ratio (GAR),India,West Bengal,primaryandupperprima,Rural,103.1
Gross Attendance Ratio (GAR),India,West Bengal,primaryandupperprima,Rural Female,107.3
Gross Attendance Ratio (GAR),India,West Bengal,primaryandupperprima,Rural Male,99.400002
Gross Attendance Ratio (GAR),India,West Bengal,primaryandupperprima,Total,103
Gross Attendance Ratio (GAR),India,West Bengal,primaryandupperprima,Urban,102.8
Gross Attendance Ratio (GAR),India,West Bengal,primaryandupperprima,Urban Female,104
Gross Attendance Ratio (GAR),India,West Bengal,primaryandupperprima,Urban Male,101.7
Gross Attendance Ratio (GAR),India,West Bengal,primarylevel,Female,101.5
Gross Attendance Ratio (GAR),India,West Bengal,primarylevel,Male,101.8
Gross Attendance Ratio (GAR),India,West Bengal,primarylevel,Rural,101.7
Gross Attendance Ratio (GAR),India,West Bengal,primarylevel,Rural Female,101.5
Gross Attendance Ratio (GAR),India,West Bengal,primarylevel,Rural Male,101.9
Gross Attendance Ratio (GAR),India,West Bengal,primarylevel,Total,101.6
Gross Attendance Ratio (GAR),India,West Bengal,primarylevel,Urban,101.5
Gross Attendance Ratio (GAR),India,West Bengal,primarylevel,Urban Female,101.8
Gross Attendance Ratio (GAR),India,West Bengal,primarylevel,Urban Male,101.2
Gross Attendance Ratio (GAR),India,West Bengal,secondarylevel,Female,101.9
Gross Attendance Ratio (GAR),India,West Bengal,secondarylevel,Male,83.5
Gross Attendance Ratio (GAR),India,West Bengal,secondarylevel,Rural,91.5
Gross Attendance Ratio (GAR),India,West Bengal,secondarylevel,Rural Female,101.3
Gross Attendance Ratio (GAR),India,West Bengal,secondarylevel,Rural Male,81.900002
Gross Attendance Ratio (GAR),India,West Bengal,secondarylevel,Total,92.400002
Gross Attendance Ratio (GAR),India,West Bengal,secondarylevel,Urban,94.800003
Gross Attendance Ratio (GAR),India,West Bengal,secondarylevel,Urban Female,103.7
Gross Attendance Ratio (GAR),India,West Bengal,secondarylevel,Urban Male,87.800003
Gross Attendance Ratio (GAR),India,West Bengal,upperprimarymiddlelevel,Female,115
Gross Attendance Ratio (GAR),India,West Bengal,upperprimarymiddlelevel,Male,97.199997
Gross Attendance Ratio (GAR),India,West Bengal,upperprimarymiddlelevel,Rural,105.3
Gross Attendance Ratio (GAR),India,West Bengal,upperprimarymiddlelevel,Rural Female,117.3
Gross Attendance Ratio (GAR),India,West Bengal,upperprimarymiddlelevel,Rural Male,95.599998
Gross Attendance Ratio (GAR),India,West Bengal,upperprimarymiddlelevel,Total,105.2
Gross Attendance Ratio (GAR),India,West Bengal,upperprimarymiddlelevel,Urban,104.9
Gross Attendance Ratio (GAR),India,West Bengal,upperprimarymiddlelevel,Urban Female,107.9
Gross Attendance Ratio (GAR),India,West Bengal,upperprimarymiddlelevel,Urban Male,102.3
Gross Attendance Ratio (GAR),India,all-India,highersecondarylevel,Female,65.900002
Gross Attendance Ratio (GAR),India,all-India,highersecondarylevel,Male,70.300003
Gross Attendance Ratio (GAR),India,all-India,highersecondarylevel,Rural,64
Gross Attendance Ratio (GAR),India,all-India,highersecondarylevel,Rural Female,61.099998
Gross Attendance Ratio (GAR),India,all-India,highersecondarylevel,Rural Male,66.400002
Gross Attendance Ratio (GAR),India,all-India,highersecondarylevel,Total,68.300003
Gross Attendance Ratio (GAR),India,all-India,highersecondarylevel,Urban,79.699997
Gross Attendance Ratio (GAR),India,all-India,highersecondarylevel,Urban Female,79.199997
Gross Attendance Ratio (GAR),India,all-India,highersecondarylevel,Urban Male,80.199997
Gross Attendance Ratio (GAR),India,all-India,posthighersecondarylevel,Female,20.700001
Gross Attendance Ratio (GAR),India,all-India,posthighersecondarylevel,Male,24.700001
Gross Attendance Ratio (GAR),India,all-India,posthighersecondarylevel,Rural,18.299999
Gross Attendance Ratio (GAR),India,all-India,posthighersecondarylevel,Rural Female,15.6
Gross Attendance Ratio (GAR),India,all-India,posthighersecondarylevel,Rural Male,20.700001
Gross Attendance Ratio (GAR),India,all-India,posthighersecondarylevel,Total,22.799999
Gross Attendance Ratio (GAR),India,all-India,posthighersecondarylevel,Urban,33.400002
Gross Attendance Ratio (GAR),India,all-India,posthighersecondarylevel,Urban Female,32.5
Gross Attendance Ratio (GAR),India,all-India,posthighersecondarylevel,Urban Male,34.099998
Gross Attendance Ratio (GAR),India,all-India,primaryandupperprima,Female,98
Gross Attendance Ratio (GAR),India,all-India,primaryandupperprima,Male,99.300003
Gross Attendance Ratio (GAR),India,all-India,primaryandupperprima,Rural,98.599998
Gross Attendance Ratio (GAR),India,all-India,primaryandupperprima,Rural Female,97.800003
Gross Attendance Ratio (GAR),India,all-India,primaryandupperprima,Rural Male,99.199997
Gross Attendance Ratio (GAR),India,all-India,primaryandupperprima,Total,98.699997
Gross Attendance Ratio (GAR),India,all-India,primaryandupperprima,Urban,99.099998
Gross Attendance Ratio (GAR),India,all-India,primaryandupperprima,Urban Female,98.800003
Gross Attendance Ratio (GAR),India,all-India,primaryandupperprima,Urban Male,99.400002
Gross Attendance Ratio (GAR),India,all-India,primarylevel,Female,100.4
Gross Attendance Ratio (GAR),India,all-India,primarylevel,Male,101.9
Gross Attendance Ratio (GAR),India,all-India,primarylevel,Rural,100.9
Gross Attendance Ratio (GAR),India,all-India,primarylevel,Rural Female,99.900002
Gross Attendance Ratio (GAR),India,all-India,primarylevel,Rural Male,101.7
Gross Attendance Ratio (GAR),India,all-India,primarylevel,Total,101.2
Gross Attendance Ratio (GAR),India,all-India,primarylevel,Urban,102.2
Gross Attendance Ratio (GAR),India,all-India,primarylevel,Urban Female,102
Gross Attendance Ratio (GAR),India,all-India,primarylevel,Urban Male,102.4
Gross Attendance Ratio (GAR),India,all-India,secondarylevel,Female,85.099998
Gross Attendance Ratio (GAR),India,all-India,secondarylevel,Male,87.400002
Gross Attendance Ratio (GAR),India,all-India,secondarylevel,Rural,83.900002
Gross Attendance Ratio (GAR),India,all-India,secondarylevel,Rural Female,82.300003
Gross Attendance Ratio (GAR),India,all-India,secondarylevel,Rural Male,85.199997
Gross Attendance Ratio (GAR),India,all-India,secondarylevel,Total,86.400002
Gross Attendance Ratio (GAR),India,all-India,secondarylevel,Urban,93.699997
Gross Attendance Ratio (GAR),India,all-India,secondarylevel,Urban Female,93.699997
Gross Attendance Ratio (GAR),India,all-India,secondarylevel,Urban Male,93.800003
Gross Attendance Ratio (GAR),India,all-India,upperprimarymiddlelevel,Female,94.099998
Gross Attendance Ratio (GAR),India,all-India,upperprimarymiddlelevel,Male,94.699997
Gross Attendance Ratio (GAR),India,all-India,upperprimarymiddlelevel,Rural,94.5
Gross Attendance Ratio (GAR),India,all-India,upperprimarymiddlelevel,Rural Female,94.199997
Gross Attendance Ratio (GAR),India,all-India,upperprimarymiddlelevel,Rural Male,94.800003
Gross Attendance Ratio (GAR),India,all-India,upperprimarymiddlelevel,Total,94.400002
Gross Attendance Ratio (GAR),India,all-India,upperprimarymiddlelevel,Urban,94
Gross Attendance Ratio (GAR),India,all-India,upperprimarymiddlelevel,Urban Female,93.800003
Gross Attendance Ratio (GAR),India,all-India,upperprimarymiddlelevel,Urban Male,94.300003
